Mod:Item:MetaData, Localized Name
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Magical Wooden Large Plate
tconstruct:large_plate:0, Evil Infused Large Plate
tconstruct:large_plate:0, Enchanted Large Plate
tconstruct:large_plate:0, Demonic Large Plate
tconstruct:large_plate:0, Aluminium Large Plate
tconstruct:large_plate:0, Chrome Large Plate
tconstruct:large_plate:0, Iridium Large Plate
tconstruct:large_plate:0, Manganese Large Plate
tconstruct:large_plate:0, Molybdenum Large Plate
tconstruct:large_plate:0, Neodymium Large Plate
tconstruct:large_plate:0, Darmstadtium Large Plate
tconstruct:large_plate:0, Osmium Large Plate
tconstruct:large_plate:0, Palladium Large Plate
tconstruct:large_plate:0, Thorium Large Plate
tconstruct:large_plate:0, Titanium Large Plate
tconstruct:large_plate:0, Tungsten Large Plate
tconstruct:large_plate:0, Uranium Large Plate
tconstruct:large_plate:0, Uranium-235 Large Plate
tconstruct:large_plate:0, Brass Large Plate
tconstruct:large_plate:0, Invar Large Plate
tconstruct:large_plate:0, Magnalium Large Plate
tconstruct:large_plate:0, Stainless Steel Large Plate
tconstruct:large_plate:0, Ultimet Large Plate
tconstruct:large_plate:0, Wrought Iron Large Plate
tconstruct:large_plate:0, Osmiridium Large Plate
tconstruct:large_plate:0, Sterling Silver Large Plate
tconstruct:large_plate:0, Rose Gold Large Plate
tconstruct:large_plate:0, Black Bronze Large Plate
tconstruct:large_plate:0, Bismuth Bronze Large Plate
tconstruct:large_plate:0, Black Steel Large Plate
tconstruct:large_plate:0, Red Steel Large Plate
tconstruct:large_plate:0, Blue Steel Large Plate
tconstruct:large_plate:0, Damascus Steel Large Plate
tconstruct:large_plate:0, Tungstensteel Large Plate
tconstruct:large_plate:0, Cobalt Brass Large Plate
tconstruct:large_plate:0, Tungsten Carbide Large Plate
tconstruct:large_plate:0, Vanadiumsteel Large Plate
tconstruct:large_plate:0, HSS-G Large Plate
tconstruct:large_plate:0, HSS-E Large Plate
tconstruct:large_plate:0, HSS-S Large Plate
tconstruct:large_plate:0, Naquadah Large Plate
tconstruct:large_plate:0, Naquadah Alloy Large Plate
tconstruct:large_plate:0, Enriched Naquadah Large Plate
tconstruct:large_plate:0, Tritanium Large Plate
tconstruct:large_plate:0, Duranium Large Plate
tconstruct:large_plate:0, Rhodium Plated Palladium Large Plate
tconstruct:large_plate:0, Enderium Large Plate
tconstruct:large_plate:0, Neutronium Large Plate
tconstruct:large_plate:0, Blue Topaz Large Plate
tconstruct:large_plate:0, Diamond Large Plate
tconstruct:large_plate:0, Emerald Large Plate
tconstruct:large_plate:0, Green Sapphire Large Plate
tconstruct:large_plate:0, Ruby Large Plate
tconstruct:large_plate:0, Sapphire Large Plate
tconstruct:large_plate:0, Tanzanite Large Plate
tconstruct:large_plate:0, Topaz Large Plate
tconstruct:large_plate:0, Olivine Large Plate
tconstruct:large_plate:0, Opal Large Plate
tconstruct:large_plate:0, Amethyst Large Plate
tconstruct:large_plate:0, Red Garnet Large Plate
tconstruct:large_plate:0, Yellow Garnet Large Plate
tconstruct:large_plate:0, Vinteum Large Plate
tconstruct:large_plate:0, Boron Large Plate
tconstruct:large_plate:0, Tough Alloy Large Plate
tconstruct:large_plate:0, Hard Carbon Large Plate
tconstruct:large_plate:0, Boron Nitride Large Plate
tconstruct:large_plate:0, Magnesium Large Plate
tconstruct:large_plate:0, Chocolate Large Plate
tconstruct:large_plate:0, Air Infused Thaumium Large Plate
tconstruct:large_plate:0, Fire Infused Thaumium Large Plate
tconstruct:large_plate:0, Water Infused Thaumium Large Plate
tconstruct:large_plate:0, Earth Infused Thaumium Large Plate
tconstruct:large_plate:0, Order Infused Thaumium Large Plate
tconstruct:large_plate:0, Entropy Infused Thaumium Large Plate
tconstruct:knife_blade:0, Electrical Knife Blade
tconstruct:knife_blade:0, Energetic Knife Blade
tconstruct:knife_blade:0, Vibrant Knife Blade
tconstruct:knife_blade:0, Red Knife Blade
tconstruct:knife_blade:0, Conductive Knife Blade
tconstruct:knife_blade:0, Pulsating Knife Blade
tconstruct:knife_blade:0, Dark Knife Blade
tconstruct:knife_blade:0, Souled Knife Blade
tconstruct:knife_blade:0, Knife Blade of the End
tconstruct:knife_blade:0, Fake-Iron Knife Blade
tconstruct:knife_blade:0, Wooden Knife Blade
tconstruct:knife_blade:0, Stone Knife Blade
tconstruct:knife_blade:0, Flint Knife Blade
tconstruct:knife_blade:0, Cactus Knife Blade
tconstruct:knife_blade:0, Bone Knife Blade
tconstruct:knife_blade:0, Obsidian Knife Blade
tconstruct:knife_blade:0, Prismarine Knife Blade
tconstruct:knife_blade:0, End Knife Blade
tconstruct:knife_blade:0, Paper Knife Blade
tconstruct:knife_blade:0, Sponge Knife Blade
tconstruct:knife_blade:0, Firewood Knife Blade
tconstruct:knife_blade:0, Iron Knife Blade
tconstruct:knife_blade:0, Pig Iron Knife Blade
tconstruct:knife_blade:0, Knightslime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Magma Slime Knife Blade
tconstruct:knife_blade:0, Netherrack Knife Blade
tconstruct:knife_blade:0, Cobalt Knife Blade
tconstruct:knife_blade:0, Ardite Knife Blade
tconstruct:knife_blade:0, Manyullyn Knife Blade
tconstruct:knife_blade:0, Copper Knife Blade
tconstruct:knife_blade:0, Bronze Knife Blade
tconstruct:knife_blade:0, Lead Knife Blade
tconstruct:knife_blade:0, Silver Knife Blade
tconstruct:knife_blade:0, Electrum Knife Blade
tconstruct:knife_blade:0, Steel Knife Blade
tconstruct:knife_blade:0, Magical Wooden Knife Blade
tconstruct:knife_blade:0, Evil Infused Knife Blade
tconstruct:knife_blade:0, Enchanted Knife Blade
tconstruct:knife_blade:0, Demonic Knife Blade
tconstruct:knife_blade:0, Aluminium Knife Blade
tconstruct:knife_blade:0, Chrome Knife Blade
tconstruct:knife_blade:0, Iridium Knife Blade
tconstruct:knife_blade:0, Manganese Knife Blade
tconstruct:knife_blade:0, Molybdenum Knife Blade
tconstruct:knife_blade:0, Neodymium Knife Blade
tconstruct:knife_blade:0, Darmstadtium Knife Blade
tconstruct:knife_blade:0, Osmium Knife Blade
tconstruct:knife_blade:0, Palladium Knife Blade
tconstruct:knife_blade:0, Thorium Knife Blade
tconstruct:knife_blade:0, Titanium Knife Blade
tconstruct:knife_blade:0, Tungsten Knife Blade
tconstruct:knife_blade:0, Uranium Knife Blade
tconstruct:knife_blade:0, Uranium-235 Knife Blade
tconstruct:knife_blade:0, Brass Knife Blade
tconstruct:knife_blade:0, Invar Knife Blade
tconstruct:knife_blade:0, Magnalium Knife Blade
tconstruct:knife_blade:0, Stainless Steel Knife Blade
tconstruct:knife_blade:0, Ultimet Knife Blade
tconstruct:knife_blade:0, Wrought Iron Knife Blade
tconstruct:knife_blade:0, Osmiridium Knife Blade
tconstruct:knife_blade:0, Sterling Silver Knife Blade
tconstruct:knife_blade:0, Rose Gold Knife Blade
tconstruct:knife_blade:0, Black Bronze Knife Blade
tconstruct:knife_blade:0, Bismuth Bronze Knife Blade
tconstruct:knife_blade:0, Black Steel Knife Blade
tconstruct:knife_blade:0, Red Steel Knife Blade
tconstruct:knife_blade:0, Blue Steel Knife Blade
tconstruct:knife_blade:0, Damascus Steel Knife Blade
tconstruct:knife_blade:0, Tungstensteel Knife Blade
tconstruct:knife_blade:0, Cobalt Brass Knife Blade
tconstruct:knife_blade:0, Tungsten Carbide Knife Blade
tconstruct:knife_blade:0, Vanadiumsteel Knife Blade
tconstruct:knife_blade:0, HSS-G Knife Blade
tconstruct:knife_blade:0, HSS-E Knife Blade
tconstruct:knife_blade:0, HSS-S Knife Blade
tconstruct:knife_blade:0, Naquadah Knife Blade
tconstruct:knife_blade:0, Naquadah Alloy Knife Blade
tconstruct:knife_blade:0, Enriched Naquadah Knife Blade
tconstruct:knife_blade:0, Tritanium Knife Blade
tconstruct:knife_blade:0, Duranium Knife Blade
tconstruct:knife_blade:0, Rhodium Plated Palladium Knife Blade
tconstruct:knife_blade:0, Enderium Knife Blade
tconstruct:knife_blade:0, Neutronium Knife Blade
tconstruct:knife_blade:0, Blue Topaz Knife Blade
tconstruct:knife_blade:0, Diamond Knife Blade
tconstruct:knife_blade:0, Emerald Knife Blade
tconstruct:knife_blade:0, Green Sapphire Knife Blade
tconstruct:knife_blade:0, Ruby Knife Blade
tconstruct:knife_blade:0, Sapphire Knife Blade
tconstruct:knife_blade:0, Tanzanite Knife Blade
tconstruct:knife_blade:0, Topaz Knife Blade
tconstruct:knife_blade:0, Olivine Knife Blade
tconstruct:knife_blade:0, Opal Knife Blade
tconstruct:knife_blade:0, Amethyst Knife Blade
tconstruct:knife_blade:0, Red Garnet Knife Blade
tconstruct:knife_blade:0, Yellow Garnet Knife Blade
tconstruct:knife_blade:0, Vinteum Knife Blade
tconstruct:knife_blade:0, Boron Knife Blade
tconstruct:knife_blade:0, Tough Alloy Knife Blade
tconstruct:knife_blade:0, Hard Carbon Knife Blade
tconstruct:knife_blade:0, Boron Nitride Knife Blade
tconstruct:knife_blade:0, Magnesium Knife Blade
tconstruct:knife_blade:0, Chocolate Knife Blade
tconstruct:knife_blade:0, Air Infused Thaumium Knife Blade
tconstruct:knife_blade:0, Fire Infused Thaumium Knife Blade
tconstruct:knife_blade:0, Water Infused Thaumium Knife Blade
tconstruct:knife_blade:0, Earth Infused Thaumium Knife Blade
tconstruct:knife_blade:0, Order Infused Thaumium Knife Blade
tconstruct:knife_blade:0, Entropy Infused Thaumium Knife Blade
tconstruct:bow_limb:0, Electrical Bowlimb
tconstruct:bow_limb:0, Energetic Bowlimb
tconstruct:bow_limb:0, Vibrant Bowlimb
tconstruct:bow_limb:0, Red Bowlimb
tconstruct:bow_limb:0, Conductive Bowlimb
tconstruct:bow_limb:0, Pulsating Bowlimb
tconstruct:bow_limb:0, Dark Bowlimb
tconstruct:bow_limb:0, Souled Bowlimb
tconstruct:bow_limb:0, Bowlimb of the End
tconstruct:bow_limb:0, Fake-Iron Bowlimb
tconstruct:bow_limb:0, Wooden Bowlimb
tconstruct:bow_limb:0, Stone Bowlimb
tconstruct:bow_limb:0, Flint Bowlimb
tconstruct:bow_limb:0, Cactus Bowlimb
tconstruct:bow_limb:0, Bone Bowlimb
tconstruct:bow_limb:0, Obsidian Bowlimb
tconstruct:bow_limb:0, Prismarine Bowlimb
tconstruct:bow_limb:0, End Bowlimb
tconstruct:bow_limb:0, Paper Bowlimb
tconstruct:bow_limb:0, Sponge Bowlimb
tconstruct:bow_limb:0, Firewood Bowlimb
tconstruct:bow_limb:0, Iron Bowlimb
tconstruct:bow_limb:0, Pig Iron Bowlimb
tconstruct:bow_limb:0, Knightslime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Magma Slime Bowlimb
tconstruct:bow_limb:0, Netherrack Bowlimb
tconstruct:bow_limb:0, Cobalt Bowlimb
tconstruct:bow_limb:0, Ardite Bowlimb
tconstruct:bow_limb:0, Manyullyn Bowlimb
tconstruct:bow_limb:0, Copper Bowlimb
tconstruct:bow_limb:0, Bronze Bowlimb
tconstruct:bow_limb:0, Lead Bowlimb
tconstruct:bow_limb:0, Silver Bowlimb
tconstruct:bow_limb:0, Electrum Bowlimb
tconstruct:bow_limb:0, Steel Bowlimb
tconstruct:bow_limb:0, Magical Wooden Bowlimb
tconstruct:bow_limb:0, Demonic Bowlimb
tconstruct:bow_limb:0, Boron Bowlimb
tconstruct:bow_limb:0, Tough Alloy Bowlimb
tconstruct:bow_limb:0, Hard Carbon Bowlimb
tconstruct:bow_limb:0, Boron Nitride Bowlimb
tconstruct:bow_limb:0, Magnesium Bowlimb
tconstruct:bow_limb:0, Chocolate Bowlimb
tconstruct:bow_string:0, Souled Bowstring
tconstruct:bow_string:0, String Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Vines Bowstring
tconstruct:arrow_head:0, Electrical Arrow Head
tconstruct:arrow_head:0, Energetic Arrow Head
tconstruct:arrow_head:0, Vibrant Arrow Head
tconstruct:arrow_head:0, Red Arrow Head
tconstruct:arrow_head:0, Conductive Arrow Head
tconstruct:arrow_head:0, Pulsating Arrow Head
tconstruct:arrow_head:0, Dark Arrow Head
tconstruct:arrow_head:0, Souled Arrow Head
tconstruct:arrow_head:0, Arrow Head of the End
tconstruct:arrow_head:0, Fake-Iron Arrow Head
tconstruct:arrow_head:0, Wooden Arrow Head
tconstruct:arrow_head:0, Stone Arrow Head
tconstruct:arrow_head:0, Flint Arrow Head
tconstruct:arrow_head:0, Cactus Arrow Head
tconstruct:arrow_head:0, Bone Arrow Head
tconstruct:arrow_head:0, Obsidian Arrow Head
tconstruct:arrow_head:0, Prismarine Arrow Head
tconstruct:arrow_head:0, End Arrow Head
tconstruct:arrow_head:0, Paper Arrow Head
tconstruct:arrow_head:0, Sponge Arrow Head
tconstruct:arrow_head:0, Firewood Arrow Head
tconstruct:arrow_head:0, Iron Arrow Head
tconstruct:arrow_head:0, Pig Iron Arrow Head
tconstruct:arrow_head:0, Knightslime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Magma Slime Arrow Head
tconstruct:arrow_head:0, Netherrack Arrow Head
tconstruct:arrow_head:0, Cobalt Arrow Head
tconstruct:arrow_head:0, Ardite Arrow Head
tconstruct:arrow_head:0, Manyullyn Arrow Head
tconstruct:arrow_head:0, Copper Arrow Head
tconstruct:arrow_head:0, Bronze Arrow Head
tconstruct:arrow_head:0, Lead Arrow Head
tconstruct:arrow_head:0, Silver Arrow Head
tconstruct:arrow_head:0, Electrum Arrow Head
tconstruct:arrow_head:0, Steel Arrow Head
tconstruct:arrow_head:0, Magical Wooden Arrow Head
tconstruct:arrow_head:0, Evil Infused Arrow Head
tconstruct:arrow_head:0, Enchanted Arrow Head
tconstruct:arrow_head:0, Demonic Arrow Head
tconstruct:arrow_head:0, Aluminium Arrow Head
tconstruct:arrow_head:0, Chrome Arrow Head
tconstruct:arrow_head:0, Iridium Arrow Head
tconstruct:arrow_head:0, Manganese Arrow Head
tconstruct:arrow_head:0, Molybdenum Arrow Head
tconstruct:arrow_head:0, Neodymium Arrow Head
tconstruct:arrow_head:0, Darmstadtium Arrow Head
tconstruct:arrow_head:0, Osmium Arrow Head
tconstruct:arrow_head:0, Palladium Arrow Head
tconstruct:arrow_head:0, Thorium Arrow Head
tconstruct:arrow_head:0, Titanium Arrow Head
tconstruct:arrow_head:0, Tungsten Arrow Head
tconstruct:arrow_head:0, Uranium Arrow Head
tconstruct:arrow_head:0, Uranium-235 Arrow Head
tconstruct:arrow_head:0, Brass Arrow Head
tconstruct:arrow_head:0, Invar Arrow Head
tconstruct:arrow_head:0, Magnalium Arrow Head
tconstruct:arrow_head:0, Stainless Steel Arrow Head
tconstruct:arrow_head:0, Ultimet Arrow Head
tconstruct:arrow_head:0, Wrought Iron Arrow Head
tconstruct:arrow_head:0, Osmiridium Arrow Head
tconstruct:arrow_head:0, Sterling Silver Arrow Head
tconstruct:arrow_head:0, Rose Gold Arrow Head
tconstruct:arrow_head:0, Black Bronze Arrow Head
tconstruct:arrow_head:0, Bismuth Bronze Arrow Head
tconstruct:arrow_head:0, Black Steel Arrow Head
tconstruct:arrow_head:0, Red Steel Arrow Head
tconstruct:arrow_head:0, Blue Steel Arrow Head
tconstruct:arrow_head:0, Damascus Steel Arrow Head
tconstruct:arrow_head:0, Tungstensteel Arrow Head
tconstruct:arrow_head:0, Cobalt Brass Arrow Head
tconstruct:arrow_head:0, Tungsten Carbide Arrow Head
tconstruct:arrow_head:0, Vanadiumsteel Arrow Head
tconstruct:arrow_head:0, HSS-G Arrow Head
tconstruct:arrow_head:0, HSS-E Arrow Head
tconstruct:arrow_head:0, HSS-S Arrow Head
tconstruct:arrow_head:0, Naquadah Arrow Head
tconstruct:arrow_head:0, Naquadah Alloy Arrow Head
tconstruct:arrow_head:0, Enriched Naquadah Arrow Head
tconstruct:arrow_head:0, Tritanium Arrow Head
tconstruct:arrow_head:0, Duranium Arrow Head
tconstruct:arrow_head:0, Rhodium Plated Palladium Arrow Head
tconstruct:arrow_head:0, Enderium Arrow Head
tconstruct:arrow_head:0, Neutronium Arrow Head
tconstruct:arrow_head:0, Blue Topaz Arrow Head
tconstruct:arrow_head:0, Diamond Arrow Head
tconstruct:arrow_head:0, Emerald Arrow Head
tconstruct:arrow_head:0, Green Sapphire Arrow Head
tconstruct:arrow_head:0, Ruby Arrow Head
tconstruct:arrow_head:0, Sapphire Arrow Head
tconstruct:arrow_head:0, Tanzanite Arrow Head
tconstruct:arrow_head:0, Topaz Arrow Head
tconstruct:arrow_head:0, Olivine Arrow Head
tconstruct:arrow_head:0, Opal Arrow Head
tconstruct:arrow_head:0, Amethyst Arrow Head
tconstruct:arrow_head:0, Red Garnet Arrow Head
tconstruct:arrow_head:0, Yellow Garnet Arrow Head
tconstruct:arrow_head:0, Vinteum Arrow Head
tconstruct:arrow_head:0, Boron Arrow Head
tconstruct:arrow_head:0, Tough Alloy Arrow Head
tconstruct:arrow_head:0, Hard Carbon Arrow Head
tconstruct:arrow_head:0, Boron Nitride Arrow Head
tconstruct:arrow_head:0, Magnesium Arrow Head
tconstruct:arrow_head:0, Chocolate Arrow Head
tconstruct:arrow_head:0, Air Infused Thaumium Arrow Head
tconstruct:arrow_head:0, Fire Infused Thaumium Arrow Head
tconstruct:arrow_head:0, Water Infused Thaumium Arrow Head
tconstruct:arrow_head:0, Earth Infused Thaumium Arrow Head
tconstruct:arrow_head:0, Order Infused Thaumium Arrow Head
tconstruct:arrow_head:0, Entropy Infused Thaumium Arrow Head
tconstruct:arrow_shaft:0, Wooden Arrow Shaft
tconstruct:arrow_shaft:0, Bone Arrow Shaft
tconstruct:arrow_shaft:0, Blazerod Arrow Shaft
tconstruct:arrow_shaft:0, Reeds Arrow Shaft
tconstruct:arrow_shaft:0, Ice Arrow Shaft
tconstruct:arrow_shaft:0, Endrod Arrow Shaft
tconstruct:fletching:0, Feather Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Leaf Fletching
tconstruct:bolt_core:0, Wood-Iron Bolt Core
tconstruct:bolt_core:0, Bone-Iron Bolt Core
tconstruct:bolt_core:0, Blazerod-Iron Bolt Core
tconstruct:bolt_core:0, Reeds-Iron Bolt Core
tconstruct:bolt_core:0, Ice-Iron Bolt Core
tconstruct:bolt_core:0, Endrod-Iron Bolt Core
tconstruct:tooltables:0, Crafting Station
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:4, Pattern Chest
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:5, Part Chest
tconstruct:tooltables:3, Tool Station
tconstruct:toolforge:0, Tool Forge
tconstruct:pickaxe, Pickaxe
tconstruct:shovel, Shovel
tconstruct:hatchet, Hatchet
tconstruct:mattock, Mattock
tconstruct:kama, Kama
tconstruct:hammer, Hammer
tconstruct:excavator, Excavator
tconstruct:lumberaxe, Lumberaxe
tconstruct:scythe, Scythe
tconstruct:broadsword, Broadsword
tconstruct:longsword, Longsword
tconstruct:rapier, Rapier
tconstruct:frypan, Frypan
tconstruct:battlesign, Battlesign
tconstruct:cleaver, Cleaver
tconstruct:shortbow, Shortbow
tconstruct:longbow, Longbow
tconstruct:crossbow, Crossbow
tconstruct:arrow, Arrow
tconstruct:bolt, Bolt
tconstruct:shuriken, Shuriken
tconstruct:seared:0, Seared Stone
tconstruct:seared:1, Seared Cobblestone
tconstruct:seared:2, Seared Paver
tconstruct:seared:3, Seared Bricks
tconstruct:seared:4, Cracked Seared Bricks
tconstruct:seared:5, Fancy Seared Bricks
tconstruct:seared:6, Square Seared Bricks
tconstruct:seared:7, Seared Road
tconstruct:seared:8, Seared Creeperface
tconstruct:seared:9, Triangle Seared Bricks
tconstruct:seared:10, Small Seared Bricks
tconstruct:seared:11, Seared Tiles
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Seared Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
tconstruct:casting:1, Casting Basin
tconstruct:smeltery_io:0, Seared Drain
tconstruct:seared_glass:0, Seared Glass
tconstruct:seared_furnace_controller:0, Seared Furnace Controller
tconstruct:tinker_tank_controller:0, Tinker Tank Controller
tconstruct:seared_slab:0, Seared Stone Slab
tconstruct:seared_slab:1, Seared Cobblestone Slab
tconstruct:seared_slab:2, Seared Paver Slab
tconstruct:seared_slab:3, Seared Bricks Slab
tconstruct:seared_slab:4, Cracked Seared Bricks Slab
tconstruct:seared_slab:5, Fancy Seared Bricks Slab
tconstruct:seared_slab:6, Square Seared Bricks Slab
tconstruct:seared_slab:7, Seared Road Slab
tconstruct:seared_slab2:0, Seared Creeperface Slab
tconstruct:seared_slab2:1, Triangle Seared Bricks Slab
tconstruct:seared_slab2:2, Small Seared Bricks Slab
tconstruct:seared_slab2:3, Seared Tile Slab
tconstruct:seared_stairs_stone:0, Seared Stone Stairs
tconstruct:seared_stairs_cobble:0, Seared Cobblestone Stairs
tconstruct:seared_stairs_paver:0, Seared Paver Stairs
tconstruct:seared_stairs_brick:0, Seared Bricks Stairs
tconstruct:seared_stairs_brick_cracked:0, Cracked Seared Bricks Stairs
tconstruct:seared_stairs_brick_fancy:0, Fancy Seared Bricks Stairs
tconstruct:seared_stairs_brick_square:0, Square Seared Bricks Stairs
tconstruct:seared_stairs_brick_triangle:0, Triangle Seared Bricks Stairs
tconstruct:seared_stairs_brick_small:0, Small Seared Bricks Stairs
tconstruct:seared_stairs_road:0, Seared Road Stairs
tconstruct:seared_stairs_tile:0, Seared Tile Stairs
tconstruct:seared_stairs_creeper:0, Seared Creeperface Stairs
tconstruct:cast:0, Blank Cast
tconstruct:cast:0, Arrow Head Cast
tconstruct:cast:0, Excavator Head Cast
tconstruct:cast:0, Scythe Head Cast
tconstruct:cast:0, Shovel Head Cast
tconstruct:cast:0, Knife Blade Cast
tconstruct:cast:0, Hammer Head Cast
tconstruct:cast:0, Cross Guard Cast
tconstruct:cast:0, Bowlimb Cast
tconstruct:cast:0, Tough Tool Rod Cast
tconstruct:cast:0, Pickaxe Head Cast
tconstruct:cast:0, Bowstring Cast
tconstruct:cast:0, Kama Head Cast
tconstruct:cast:0, Binding Cast
tconstruct:cast:0, Large Sword Blade Cast
tconstruct:cast:0, Axe Head Cast
tconstruct:cast:0, Sword Blade Cast
tconstruct:cast:0, Sign Plate Cast
tconstruct:cast:0, Hand Guard Cast
tconstruct:cast:0, Sharpening Kit Cast
tconstruct:cast:0, Wide Guard Cast
tconstruct:cast:0, Shard Cast
tconstruct:cast:0, Large Plate Cast
tconstruct:cast:0, Broad Axe Head Cast
tconstruct:cast:0, Tool Rod Cast
tconstruct:cast:0, Pan Cast
tconstruct:cast:0, Tough Binding Cast
tconstruct:cast_custom:0, Ingot Cast
tconstruct:cast_custom:1, Nugget Cast
tconstruct:cast_custom:2, Gem Cast
tconstruct:cast_custom:3, Plate Cast
tconstruct:cast_custom:4, Gear Cast
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:clay_cast:0, Bowstring Clay Cast
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:clay_cast:0, Sharpening Kit Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Slime Channel
tconstruct:slime_channel:1, Slime Channel
tconstruct:slime_channel:2, Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
